x,distance,y,z,label
-59,-7,25,1.732050808,1
-60,-8,24,1,1
-61,-8,24,1.414213562,1
-60,-7,24,1.414213562,1
-59,-7,23,0,1
-59,-7,23,0,1
-59,-7,23,1.732050808,1
-60,-6,24,1,1
-59,-6,24,1,1
-59,-7,24,0,1
-59,-7,24,1,1
-60,-7,24,0,1
-60,-7,24,1.414213562,1
-59,-7,23,0,1
-59,-7,23,1,1
-59,-8,23,1.414213562,1
-60,-8,22,1,1
-60,-8,23,64.75337829,1
-12,11,60,0,0
-12,11,60,0,0
-12,11,60,0,0
-12,11,60,0,0
-12,11,60,0,0
-12,11,60,0,0
-12,11,60,1,0
-12,11,61,1,0
-12,11,60,0,0
-12,11,60,0,0
-12,11,60,1,0
-11,11,60,1,0
-12,11,60,1,0
-12,11,61,1,0
-12,11,60,0,0
-12,11,60,0,0
-12,11,60,1,0
-12,12,60,1.414213562,0
-12,11,61,0,0
-12,11,61,1,0
-12,11,60,1,0
-12,11,61,1,0
-12,11,60,0,0
-12,11,60,0,0
-12,11,60,1,0
-12,11,61,1,0
-12,11,60,1,0
-12,11,61,1.414213562,0
-11,11,60,1,0
-12,11,60,1,0
-11,11,60,0,0
-11,11,60,1,0
-11,11,61,1,0
-12,11,61,1,0
-12,11,60,0,0
-12,11,60,0,0
-12,11,60,0,0
-12,11,60,0,0
-12,11,60,0,0
-12,11,60,0,0
-12,11,60,0,0
-12,11,60,1,0
-11,11,60,0,0
-11,11,60,1.414213562,0
-12,11,61,1.414213562,0
-11,11,60,1.414213562,0
-12,12,60,1,0
-12,11,60,0,0
-12,11,60,0,0
-12,11,60,1.414213562,0
-11,11,61,1.414213562,0
-12,11,60,1,0
-12,11,61,1,0
-11,11,61,1,0
-11,11,60,1,0
-12,11,60,0,0
-12,11,60,1,0
-11,11,60,0,0
-11,11,60,1,0
-12,11,60,0,0
-12,11,60,1,0
-11,11,60,1.414213562,0
-12,11,61,1.414213562,0
-11,11,60,1,0
-11,11,61,1.414213562,0
-12,11,60,0,0
-12,11,60,1.414213562,0
-11,11,61,1,0
-12,11,61,1,0
-11,11,61,1.414213562,0
-12,11,60,0,0
-12,11,60,0,0
-12,11,60,1,0
-11,11,60,1,0
-12,11,60,1,0
-11,11,60,1,0
-12,11,60,1,0
-12,11,61,0,0
-12,11,61,1,0
-12,11,60,1.414213562,0
-11,11,61,1.414213562,0
-12,11,60,1,0
-11,11,60,1.414213562,0
-12,11,61,1.414213562,0
-11,11,60,1,0
-12,11,60,0,0
-12,11,60,0,0
-12,11,60,1.414213562,0
-11,11,61,1,0
-11,11,60,1,0
-11,11,61,1,0
-11,11,60,1,0
-12,11,60,1.414213562,0
-11,11,61,0,0
-11,11,61,1.732050808,0
-12,12,60,1.732050808,0
-11,11,61,1,0
-11,11,60,1,0
-12,11,60,0,0
-12,11,60,1.414213562,0
-11,11,61,1.414213562,0
-12,11,60,0,0
-12,11,60,1,0
-11,11,60,1,0
-12,11,60,1.414213562,0
-11,11,61,1,0
-11,11,60,0,0
-11,11,60,1,0
-12,11,60,1,0
-11,11,60,0,0
-11,11,60,0,0
-11,11,60,1.414213562,0
-12,11,61,1.414213562,0
-11,11,60,1,0
-12,11,60,0,0
-12,11,60,1,0
-11,11,60,1,0
-11,11,61,1,0
-11,11,60,1,0
-11,11,61,1,0
-11,11,60,1,0
-11,11,61,1,0
-11,11,60,1,0
-11,11,61,1,0
-11,11,60,1,0
-11,11,61,1,0
-11,11,60,0,0
-11,11,60,0,0
-11,11,60,0,0
-11,11,60,0,0
-11,11,60,0,0
-11,11,60,1,0
-12,11,60,1,0
-11,11,60,1,0
-11,11,61,0,0
-11,11,61,0,0
-11,11,61,0,0
-11,11,61,1,0
-11,11,60,0,0
-11,11,60,0,0
-11,11,60,1,0
-11,11,61,1,0
-11,11,60,0,0
-11,11,60,1.414213562,0
-12,11,61,1.414213562,0
-11,11,60,0,0
-11,11,60,1,0
-11,11,61,1,0
-11,11,60,1,0
-11,11,61,0,0
-11,11,61,1,0
-11,11,60,0,0
-11,11,60,0,0
-11,11,60,1.414213562,0
-12,11,61,1.414213562,0
-11,11,60,0,0
-11,11,60,1,0
-11,11,61,0,0
-11,11,61,1,0
-11,11,60,1,0
-11,11,61,1,0
-11,11,60,0,0
-11,11,60,0,0
-11,11,60,1,0
-11,11,61,1,0
-11,11,60,0,0
-11,11,60,1,0
-11,11,61,1,0
-11,11,60,1,0
-11,11,61,1,0
-11,11,60,1,0
-11,11,61,0,0
-11,11,61,1,0
-11,11,60,1,0
-11,11,61,1,0
-11,11,60,1.414213562,0
-12,11,61,1.732050808,0
-11,12,60,1,0
-11,11,60,0,0
-11,11,60,0,0
-11,11,60,0,0
-11,11,60,0,0
-11,11,60,1,0
-11,11,61,1,0
-11,11,60,1,0
-11,11,61,1,0
-11,11,60,1,0
-12,11,60,1,0
-11,11,60,2.449489743,0
-9,10,61,5.477225575,0
-14,12,60,2,0
-16,12,60,3.16227766,0
-13,11,60,1,0
-13,12,60,1,0
-13,11,60,1,0
-13,12,60,0,0
-13,12,60,1,0
-13,11,60,1,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,1,0
-12,12,60,0,0
-12,12,60,1.414213562,0
-11,12,61,1.414213562,0
-12,12,60,1.732050808,0
-11,11,61,1.414213562,0
-10,12,61,1.414213562,0
-11,12,60,1,0
-12,12,60,2,0
-10,12,60,1,0
-11,12,60,0,0
-11,12,60,0,0
-11,12,60,1.414213562,0
-10,12,61,0,0
-10,12,61,1,0
-11,12,61,0,0
-11,12,61,1,0
-10,12,61,1.414213562,0
-9,11,61,2.236067977,0
-11,12,61,1,0
-10,12,61,1,0
-9,12,61,1,0
-9,11,61,1.414213562,0
-10,12,61,0,0
-10,12,61,1,0
-9,12,61,1,0
-9,11,61,1,0
-10,11,61,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,0,0
-10,12,60,1,0
-10,12,61,1,0
-10,12,60,0,0
-10,12,60,0,0
-10,12,60,0,0
-10,12,60,0,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,0,0
-10,12,60,1,0
-10,12,61,1.414213562,0
-9,12,60,1,0
-9,12,61,1,0
-8,12,61,1,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,1,0
-10,12,61,1,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,1.414213562,0
-10,12,60,1,0
-10,13,60,1.414213562,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,3.605551275,0
-13,14,60,1,0
-13,13,60,3.31662479,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1.414213562,0
-11,12,60,2.828427125,0
-13,10,60,3,0
-11,12,61,2.449489743,0
-10,14,60,2.236067977,0
-10,12,61,1,0
-11,12,61,2,0
-9,12,61,1.414213562,0
-10,12,60,1.414213562,0
-11,13,60,1.732050808,0
-10,12,61,0,0
-10,12,61,1,0
-11,12,61,2,0
-9,12,61,2.236067977,0
-11,12,60,0,0
-11,12,60,0,0
-11,12,60,1,0
-11,13,60,1.732050808,0
-10,12,61,1,0
-10,11,61,1.732050808,0
-11,12,60,1.414213562,0
-12,12,61,1.414213562,0
-13,12,60,1,0
-12,12,60,0,0
-12,12,60,2,0
-14,12,60,1,0
-13,12,60,1,0
-12,12,60,1,0
-13,12,60,1.414213562,0
-12,12,61,1,0
-12,12,60,0,0
-12,12,60,1,0
-13,12,60,0,0
-13,12,60,1,0
-12,12,60,1,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,1,0
-12,12,60,1,0
-13,12,60,1,0
-12,12,60,0,0
-12,12,60,1,0
-12,13,60,1,0
-12,13,61,2.236067977,0
-14,13,60,2.236067977,0
-12,12,60,1,0
-12,12,61,1,0
-12,12,60,1,0
-13,12,60,1,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,1,0
-13,12,60,0,0
-13,12,60,1,0
-12,12,60,1,0
-13,12,60,1,0
-12,12,60,0,0
-12,12,60,1,0
-13,12,60,1,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,1,0
-13,12,60,0,0
-13,12,60,1,0
-12,12,60,0,0
-12,12,60,1,0
-13,12,60,0,0
-13,12,60,1,0
-12,12,60,0,0
-12,12,60,1,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,1,0
-13,13,60,1.414213562,0
-13,12,59,4.472135955,0
-9,12,61,5.477225575,0
-14,13,59,2.449489743,0
-12,12,60,1,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,1,0
-14,12,60,1,0
-14,13,60,1.414213562,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,2,0
-11,12,60,2,0
-13,12,60,1,0
-14,12,60,1,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,0,0
-13,12,60,1,0
-12,12,60,0,0
-12,12,60,1,0
-13,12,60,0,0
-13,12,60,1,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,1.414213562,0
-11,12,61,1.414213562,0
-12,12,60,0,0
-12,12,60,1,0
-11,12,60,1,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,1,0
-12,12,61,1,0
-12,12,60,0,0
-12,12,60,1,0
-11,12,60,1,0
-12,12,60,0,0
-12,12,60,1,0
-11,12,60,1,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,0,0
-12,12,60,1,0
-11,12,60,0,0
-11,12,60,1,0
-12,12,60,1,0
-11,12,60,1,0
-11,12,61,1,0
-11,12,60,0,0
-11,12,60,0,0
-11,12,60,0,0
-11,12,60,1,0
-11,12,61,1,0
-11,12,60,0,0
-11,12,60,0,0
-11,12,60,1,0
-11,12,61,1,0
-11,12,60,0,0
-11,12,60,0,0
-11,12,60,1,0
-10,12,60,1,0
-11,12,60,0,0
-11,12,60,1,0
-11,12,61,1,0
-11,12,60,0,0
-11,12,60,0,0
-11,12,60,0,0
-11,12,60,0,0
-11,12,60,1,0
-11,12,61,1,0
-11,12,60,1,0
-11,12,61,0,0
-11,12,61,0,0
-11,12,61,1.414213562,0
-10,12,60,1,0
-10,12,61,1,0
-11,12,61,1.414213562,0
-10,12,60,1,0
-10,12,61,1.414213562,0
-11,12,60,1,0
-10,12,60,1,0
-10,12,61,1,0
-11,12,61,1,0
-11,12,60,1.414213562,0
-10,12,61,0,0
-10,12,61,1,0
-11,12,61,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,1.414213562,0
-9,12,60,1.414213562,0
-10,12,61,1,0
-10,12,60,0,0
-10,12,60,1,0
-10,12,61,1,0
-10,12,60,0,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,0,0
-10,12,60,1,0
-10,12,61,1,0
-10,12,60,1,0
-10,12,61,1,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,0,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,0,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,0,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,1.414213562,0
-10,11,61,1,0
-10,12,61,1,0
-10,12,60,0,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,1,0
-10,12,61,1,0
-10,12,60,0,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,0,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,0,0
-10,12,60,0,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,1,0
-10,12,61,1,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,0,0
-10,12,61,1,0
-10,12,60,1.414213562,0
-11,12,61,1,0
-10,12,61,1,0
-10,12,60,1,0
-10,12,61,0,0
-10,12,61,1,0
-11,12,61,1,0
-11,12,60,1,0
-10,12,60,1.414213562,0
-11,12,61,1,0
-10,12,61,1,0
-10,12,60,1,0
-11,12,60,0,0
-11,12,60,1,0
-12,12,60,2,0
-10,12,60,1.414213562,0
-11,12,61,1,0
-11,12,60,1.414213562,0
-10,12,61,1,0
-9,12,61,1.414213562,0
-10,12,60,1,0
-10,12,61,1,0
-9,12,61,1,0
-8,12,61,2.236067977,0
-10,12,60,1,0
-10,12,61,1,0
-9,12,61,1.414213562,0
-8,12,60,1,0
-8,12,61,1,0
-9,12,61,1.414213562,0
-9,13,60,2.449489743,0
-8,11,61,1.414213562,0
-7,12,61,1,0
-8,12,61,2.236067977,0
-10,12,60,1,0
-10,12,61,1,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,1,0
-9,12,60,1.414213562,0
-9,11,61,1,0
-9,12,61,0,0
-9,12,61,1,0
-10,12,61,1.414213562,0
-9,12,60,1.414213562,0
-8,12,61,0,0
-8,12,61,1,0
-9,12,61,1,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,1,0
-9,12,61,1,0
-10,12,61,1,0
-10,12,60,1.414213562,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,1,0
-8,12,61,1,0
-9,12,61,0,0
-9,12,61,1,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,1,0
-8,12,60,1.414213562,0
-9,12,61,0,0
-9,12,61,1,0
-8,12,61,0,0
-8,12,61,1,0
-9,12,61,1,0
-9,12,60,1.414213562,0
-8,12,61,1,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,1,0
-9,12,60,1,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,1.414213562,0
-8,12,60,1.414213562,0
-9,12,61,1,0
-8,12,61,1,0
-9,12,61,1.414213562,0
-8,12,60,1,0
-8,12,61,1,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,1,0
-9,12,60,1,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,1,0
-9,12,60,1,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,1,0
-8,12,61,1,0
-9,12,61,0,0
-9,12,61,1,0
-9,12,60,1.414213562,0
-8,12,61,0,0
-8,12,61,1,0
-9,12,61,1,0
-8,12,61,1,0
-9,12,61,1,0
-9,12,60,1,0
-9,12,61,0,0
-9,12,61,1,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,1,0
-9,12,61,0,0
-9,12,61,1,0
-8,12,61,1,0
-9,12,61,0,0
-9,12,61,1,0
-8,12,61,0,0
-8,12,61,1,0
-9,12,61,1,0
-9,12,60,1,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,1,0
-9,12,60,1.414213562,0
-8,12,61,0,0
-8,12,61,1,0
-9,12,61,1,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,1,0
-9,12,61,1,0
-8,12,61,1,0
-9,12,61,1,0
-8,12,61,1,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,1,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,1.414213562,0
-9,12,60,1,0
-8,12,60,1,0
-8,12,61,1,0
-9,12,61,1,0
-8,12,61,0,0
-8,12,61,1,0
-9,12,61,1,0
-8,12,61,1,0
-9,12,61,1,0
-8,12,61,0,0
-8,12,61,1,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,1,0
-8,12,61,1,0
-8,12,60,1.414213562,0
-9,12,61,1,0
-8,12,61,0,0
-8,12,61,1,0
-8,12,60,1,0
-8,12,61,0,0
-8,12,61,1,0
-9,12,61,1,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,1,0
-9,12,61,1.414213562,0
-8,12,60,1,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,1,0
-8,12,60,1,0
-8,12,61,0,0
-8,12,61,1,0
-8,12,60,1,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,1,0
-7,12,61,0,0
-7,12,61,1,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,1,0
-8,12,60,1,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,1,0
-7,12,61,1,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,1,0
-8,12,60,1,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,1,0
-8,12,60,1,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,1,0
-8,12,60,1,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,1,0
-8,12,60,1,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,1,0
-8,12,60,1,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,1,0
-8,12,60,1,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,1,0
-8,12,60,1,0
-8,12,61,1,0
-8,12,60,1,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,0,0
-8,12,61,1,0
-9,12,61,1,0
-8,12,61,0,0
-8,12,61,1,0
-9,12,61,0,0
-9,12,61,1,0
-8,12,61,1,0
-9,12,61,0,0
-9,12,61,1,0
-8,12,61,1.414213562,0
-9,12,60,1,0
-9,12,61,1,0
-8,12,61,0,0
-8,12,61,1,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,1,0
-8,12,61,0,0
-8,12,61,2,0
-10,12,61,1,0
-9,12,61,0,0
-9,12,61,1,0
-9,12,60,1,0
-9,12,61,0,0
-9,12,61,1,0
-10,12,61,1,0
-9,12,61,0,0
-9,12,61,0,0
-9,12,61,1,0
-8,12,61,1,0
-9,12,61,1,0
-10,12,61,1,0
-9,12,61,0,0
-9,12,61,1,0
-8,12,61,0,0
-8,12,61,1,0
-9,12,61,1,0
-8,12,61,0,0
-8,12,61,1,0
-9,12,61,1,0
-10,12,61,3,0
-7,12,61,1,0
-8,12,61,0,0
-8,12,61,1,0
-7,12,61,0,0
-7,12,61,1,0
-6,12,61,1,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,1,0
-8,12,61,1,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,1,0
-8,12,61,1,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
-7,12,61,0,0
